Zipcode,State,City,Grow Zone
68118,NE,OMAHA,5-6
68122,NE,OMAHA,5-6
68124,NE,OMAHA,5-6
68127,NE,OMAHA,5-6
68128,NE,LA VISTA,5-6
68130,NE,OMAHA,5-6
68131,NE,OMAHA,5-6
68132,NE,OMAHA,5-6
68133,NE,PAPILLION,5-6
68134,NE,OMAHA,5-6
68135,NE,OMAHA,5-6
68136,NE,OMAHA,5-6
68137,NE,OMAHA,5-6
68138,NE,OMAHA,5-6
68142,NE,OMAHA,5-6
68144,NE,OMAHA,5-6
68152,NE,OMAHA,5-6
68154,NE,OMAHA,5-6
68157,NE,OMAHA,5-6
68164,NE,OMAHA,5-6
68182,NE,OMAHA,5-6
68763,NE,ONEILL,4-5
68764,NE,ORCHARD,5
68862,NE,ORD,5
68966,NE,ORLEANS,5-6
68651,NE,OSCEOLA,5
69154,NE,OSHKOSH,5
68747,NE,MCLEAN,5
68765,NE,OSMOND,5
68417,NE,OTOE,5-6
68834,NE,EDDYVILLE,5
68863,NE,OVERTON,5
68967,NE,OXFORD,5-6
68766,NE,PAGE,5
69040,NE,PALISADE,6
68816,NE,ARCHER,5
68864,NE,PALMER,5
68418,NE,PALMYRA,5
69041,NE,PARKS,5
68420,NE,PAWNEE CITY,5-6
68441,NE,STEINAUER,5-6
69155,NE,PAXTON,5-6
68047,NE,PENDER,5
68421,NE,PERU,5-6
68652,NE,PETERSBURG,5
68865,NE,PHILLIPS,5
68422,NE,PICKRELL,5
68767,NE,PIERCE,5
68768,NE,PILGER,5
68769,NE,PLAINVIEW,5
68653,NE,PLATTE CENTER,5
68048,NE,PLATTSMOUTH,5-6
68423,NE,PLEASANT DALE,5-6
68866,NE,PLEASANTON,5
68424,NE,PLYMOUTH,5-6
68654,NE,POLK,5
68770,NE,PONCA,5
69156,NE,POTTER,5
68050,NE,PRAGUE,5
69135,NE,ELSMERE,5
69157,NE,PURDUM,5
68771,NE,RANDOLPH,5
68844,NE,HAZARD,5
68869,NE,RAVENNA,5
68428,NE,RAYMOND,5-6
68970,NE,RED CLOUD,5
68971,NE,REPUBLICAN CITY,6
68658,NE,RISING CITY,5
68870,NE,RIVERDALE,5
68952,NE,INAVALE,5-6
68972,NE,RIVERTON,5-6
68430,NE,ROCA,5-6
68871,NE,ROCKVILLE,5
68055,NE,ROSALIE,5
68973,NE,ROSELAND,5-6
68773,NE,ROYAL,5
68431,NE,RULO,6
69360,NE,RUSHVILLE,4-5
68974,NE,RUSKIN,6
68660,NE,SAINT EDWARD,5
68774,NE,SAINT HELENA,5
68872,NE,SAINT LIBORY,5
68873,NE,SAINT PAUL,5
68874,NE,SARGENT,5
68661,NE,SCHUYLER,5
68875,NE,SCOTIA,5
69361,NE,SCOTTSBLUFF,5
68057,NE,SCRIBNER,5
69161,NE,SENECA,5
68434,NE,SEWARD,5-6
68662,NE,SHELBY,5
68876,NE,SHELTON,5
68436,NE,SHICKLEY,5-6
68452,NE,ONG,6
68437,NE,SHUBERT,5-6
69162,NE,SIDNEY,5
68663,NE,SILVER CREEK,5
68776,NE,SOUTH SIOUX CITY,5
68665,NE,SPALDING,5
68777,NE,SPENCER,4-5
68059,NE,SPRINGFIELD,5-6
68753,NE,MILLS,5
68778,NE,SPRINGVIEW,5
68977,NE,STAMFORD,5
68779,NE,STANTON,5
68439,NE,STAPLEHURST,5
69163,NE,STAPLETON,5
68442,NE,STELLA,5-6
68324,NE,BURR,5
68443,NE,STERLING,5
69042,NE,STOCKVILLE,5-6
69043,NE,STRATTON,5-6
68666,NE,STROMSBURG,5
68780,NE,STUART,5
68878,NE,SUMNER,5
68978,NE,SUPERIOR,5-6
69165,NE,SUTHERLAND,5-6
68975,NE,SARONVILLE,6
68979,NE,SUTTON,5-6
68445,NE,SWANTON,5
68446,NE,SYRACUSE,5-6
68447,NE,TABLE ROCK,5-6
68320,NE,BROCK,5-6
68448,NE,TALMAGE,5-6
68879,NE,TAYLOR,5
68450,NE,TECUMSEH,5-6
68061,NE,TEKAMAH,5
69166,NE,THEDFORD,5
68062,NE,THURSTON,5
68781,NE,TILDEN,5
68453,NE,TOBIAS,6
69044,NE,TRENTON,5-6
68980,NE,TRUMBULL,5-6
69167,NE,TRYON,5
68667,NE,SURPRISE,5
68669,NE,ULYSSES,5
68454,NE,UNADILLA,5
68455,NE,UNION,5-6
68981,NE,UPLAND,5-6
68456,NE,UTICA,5
69201,NE,VALENTINE,5
69220,NE,SPARKS,4-5
68064,NE,VALLEY,5-6
68065,NE,VALPARAISO,5
69168,NE,VENANGO,5
68783,NE,VERDIGRE,5
68457,NE,VERDON,5-6
68460,NE,WACO,5
68066,NE,WAHOO,5-6
68784,NE,WAKEFIELD,5
69169,NE,WALLACE,5
68067,NE,WALTHILL,5
68461,NE,WALTON,5-6
68785,NE,WATERBURY,5
68069,NE,WATERLOO,5-6
69045,NE,WAUNETA,5
68786,NE,WAUSA,5
68462,NE,WAVERLY,5
68787,NE,WAYNE,5
68463,NE,WEEPING WATER,5-6
69132,NE,DICKENS,5
69170,NE,WELLFLEET,5
68464,NE,WESTERN,5
68070,NE,WESTON,5
68788,NE,WEST POINT,5
69366,NE,WHITMAN,5
68465,NE,WILBER,5-6
68982,NE,WILCOX,5-6
69036,NE,LEBANON,5-6
69046,NE,WILSONVILLE,5
68071,NE,WINNEBAGO,5
68790,NE,WINSIDE,5
68791,NE,WISNER,5
68882,NE,WOLBACH,5
69221,NE,WOOD LAKE,4-5
68883,NE,WOOD RIVER,5-6
68309,NE,BARNESTON,5-6
68466,NE,WYMORE,5-6
68792,NE,WYNOT,5
68467,NE,YORK,5
68073,NE,YUTAN,5-6
80101,CO,AGATE,5
81020,CO,AGUILAR,5-6
80720,CO,AKRON,5
81101,CO,ALAMOSA,4
80510,CO,ALLENSPARK,4-5
81210,CO,ALMONT,3
80721,CO,AMHERST,5
80801,CO,ANTON,5
81120,CO,ANTONITO,4-5
80802,CO,ARAPAHOE,5-6
81021,CO,ARLINGTON,5-6
80804,CO,ARRIBA,5-6
80002,CO,ARVADA,5-6
80003,CO,ARVADA,5-6
80004,CO,ARVADA,5-6
80005,CO,ARVADA,5-6
80007,CO,ARVADA,5-6
81611,CO,ASPEN,5
80722,CO,ATWOOD,5
80610,CO,AULT,5
80010,CO,AURORA,5-6
80011,CO,AURORA,5-6
80012,CO,AURORA,5-6
80013,CO,AURORA,5-6
80014,CO,AURORA,5-6
80015,CO,AURORA,5-6
80016,CO,AURORA,5-6
80017,CO,AURORA,5-6
80018,CO,AURORA,5-6
80019,CO,AURORA,5-6
80045,CO,AURORA,5-6
80047,CO,AURORA,5-6
81410,CO,AUSTIN,6
81022,CO,AVONDALE,5-6
80421,CO,BAILEY,4-5
81621,CO,BASALT,5
81122,CO,BAYFIELD,5
81411,CO,BEDROCK,6
80512,CO,BELLVUE,5
80102,CO,BENNETT,5
80513,CO,BERTHOUD,5
80805,CO,BETHUNE,6
81023,CO,BEULAH,6
80422,CO,BLACK HAWK,3-6
81123,CO,BLANCA,4
80423,CO,BOND,5
81025,CO,BOONE,5
80301,CO,BOULDER,5-6
80302,CO,BOULDER,5-6
80303,CO,BOULDER,5-6
80304,CO,BOULDER,5-6
80305,CO,BOULDER,5-6
81027,CO,BRANSON,6
80424,CO,BRECKENRIDGE,4-5
80611,CO,BRIGGSDALE,5
80601,CO,BRIGHTON,5-6
80602,CO,BRIGHTON,5-6
80603,CO,BRIGHTON,5-6
80020,CO,BROOMFIELD,5-6
80021,CO,BROOMFIELD,5-6
80023,CO,BROOMFIELD,5-6
80723,CO,BRUSH,5
81211,CO,BUENA VISTA,3-5
81228,CO,GRANITE,4-5
81251,CO,TWIN LAKES,4-5
80807,CO,BURLINGTON,6
80103,CO,BYERS,5
81320,CO,CAHONE,5-6
80808,CO,CALHAN,6
81029,CO,CAMPO,6
81212,CO,CANON CITY,5
81623,CO,CARBONDALE,5-6
80612,CO,CARR,5
80809,CO,CASCADE,4-6
80104,CO,CASTLE ROCK,5-6
80108,CO,CASTLE ROCK,5-6
80109,CO,CASTLE ROCK,5-6
81413,CO,CEDAREDGE,4-6
81125,CO,CENTER,4-5
80810,CO,CHEYENNE WELLS,5-6
81220,CO,CIMARRON,4-6
80428,CO,CLARK,4
81520,CO,CLIFTON,6-7
81624,CO,COLLBRAN,4-5
80902,CO,COLORADO SPRINGS,5-6
80903,CO,COLORADO SPRINGS,5-6
80904,CO,COLORADO SPRINGS,5-6
80905,CO,COLORADO SPRINGS,5-6
80906,CO,COLORADO SPRINGS,5-6
80907,CO,COLORADO SPRINGS,5-6
80908,CO,COLORADO SPRINGS,5-6
80909,CO,COLORADO SPRINGS,5-6
80910,CO,COLORADO SPRINGS,5-6
80911,CO,COLORADO SPRINGS,5-6
80912,CO,COLORADO SPRINGS,5-6
80913,CO,COLORADO SPRINGS,5-6
80915,CO,COLORADO SPRINGS,5-6
80916,CO,COLORADO SPRINGS,5-6
80917,CO,COLORADO SPRINGS,5-6
80918,CO,COLORADO SPRINGS,5-6
80919,CO,COLORADO SPRINGS,5-6
80920,CO,COLORADO SPRINGS,5-6
80921,CO,COLORADO SPRINGS,5-6
80922,CO,COLORADO SPRINGS,5-6
80923,CO,COLORADO SPRINGS,5-6
80924,CO,COLORADO SPRINGS,5-6
80925,CO,COLORADO SPRINGS,5-6
80926,CO,COLORADO SPRINGS,5-6
80927,CO,COLORADO SPRINGS,5-6
80928,CO,COLORADO SPRINGS,6
80929,CO,COLORADO SPRINGS,5-6
80930,CO,COLORADO SPRINGS,6
80938,CO,COLORADO SPRINGS,5-6
80939,CO,COLORADO SPRINGS,5-6
80951,CO,COLORADO SPRINGS,5-6
80022,CO,COMMERCE CITY,5-6
80433,CO,CONIFER,4-6
80812,CO,COPE,5
81321,CO,CORTEZ,6-7
81223,CO,COTOPAXI,5
81625,CO,CRAIG,4-5
81415,CO,CRAWFORD,4-6
81130,CO,CREEDE,4
81224,CO,CRESTED BUTTE,3
80813,CO,CRIPPLE CREEK,4-5
80726,CO,CROOK,5
80514,CO,DACONO,5-6
81630,CO,DE BEQUE,5-6
80105,CO,DEER TRAIL,5
81132,CO,DEL NORTE,4-5
81416,CO,DELTA,6
80202,CO,DENVER,5-6
80203,CO,DENVER,5-6
80204,CO,DENVER,5-6
80205,CO,DENVER,5-6
80206,CO,DENVER,5-6
80207,CO,DENVER,5-6
80209,CO,DENVER,5-6
80210,CO,DENVER,5-6
80211,CO,DENVER,5-6
80212,CO,DENVER,5-6
80214,CO,DENVER,5-6
80215,CO,DENVER,5-6
80216,CO,DENVER,5-6
80218,CO,DENVER,5-6
80219,CO,DENVER,5-6
80220,CO,DENVER,5-6
80221,CO,DENVER,5-6
80222,CO,DENVER,5-6
80223,CO,DENVER,5-6
80224,CO,DENVER,5-6
80225,CO,DENVER,5-6
80226,CO,DENVER,5-6
80227,CO,DENVER,5-6
80228,CO,DENVER,5-6
80229,CO,DENVER,5-6
80230,CO,DENVER,5-6
80231,CO,DENVER,5-6
80232,CO,DENVER,5-6
80233,CO,DENVER,5-6
80234,CO,DENVER,5-6
80235,CO,DENVER,5-6
80236,CO,DENVER,5-6
80237,CO,DENVER,5-6
80238,CO,DENVER,5-6
80239,CO,DENVER,5-6
80241,CO,THORNTON,5-6
80246,CO,DENVER,5-6
80247,CO,DENVER,5-6
80249,CO,DENVER,5-6
80260,CO,DENVER,5-6
80264,CO,DENVER,5-6
80265,CO,DENVER,5-6
80266,CO,DENVER,5-6
80290,CO,DENVER,5-6
80293,CO,DENVER,5-6
80294,CO,DENVER,5-6
80295,CO,DENVER,5-6
80299,CO,DENVER,5-6
80435,CO,DILLON,4-5
80498,CO,SILVERTHORNE,4-5
81610,CO,DINOSAUR,5-6
81633,CO,DINOSAUR,4
80814,CO,DIVIDE,4-5
81323,CO,DOLORES,5-6
81324,CO,DOVE CREEK,6
80515,CO,DRAKE,5-6
81301,CO,DURANGO,5-6
81303,CO,DURANGO,5-6
81036,CO,EADS,6
80615,CO,EATON,5
81418,CO,ECKERT,4-6
80727,CO,ECKLEY,5-6
81632,CO,EDWARDS,5
81325,CO,EGNAR,6
80106,CO,ELBERT,5-6
80107,CO,ELIZABETH,5-6
80110,CO,ENGLEWOOD,5-6
80111,CO,ENGLEWOOD,5-6
80112,CO,ENGLEWOOD,5-6
80113,CO,ENGLEWOOD,5-6
80516,CO,ERIE,5-6
80517,CO,ESTES PARK,4-5
80620,CO,EVANS,5
80439,CO,EVERGREEN,4-6
80440,CO,FAIRPLAY,3-5
80456,CO,JEFFERSON,4-5
80815,CO,FLAGLER,5
80728,CO,FLEMING,5
81226,CO,FLORENCE,5
80816,CO,FLORISSANT,4-5
80521,CO,FORT COLLINS,5-6
80524,CO,FORT COLLINS,5-6
80525,CO,FORT COLLINS,5-6
80526,CO,FORT COLLINS,5-6
80528,CO,FORT COLLINS,5-6
81133,CO,FORT GARLAND,5-6
80621,CO,FORT LUPTON,5-6
80701,CO,FORT MORGAN,5
80705,CO,LOG LANE VILLAGE,5
80817,CO,FOUNTAIN,6
81039,CO,FOWLER,5
80116,CO,FRANKTOWN,5-6
80530,CO,FREDERICK,5-6
81521,CO,FRUITA,6-7
80622,CO,GALETON,5
81040,CO,GARDNER,5-6
81522,CO,GATEWAY,7
80818,CO,GENOA,5-6
80624,CO,GILL,5
81601,CO,GLENWOOD SPRINGS,6
80401,CO,GOLDEN,5-6
80403,CO,GOLDEN,5-6
81041,CO,GRANADA,5-6
80446,CO,GRANBY,3-5
81501,CO,GRAND JUNCTION,6-7
81503,CO,GRAND JUNCTION,6-7
81504,CO,GRAND JUNCTION,6-7
81505,CO,GRAND JUNCTION,6-7
81506,CO,GRAND JUNCTION,6-7
81507,CO,GRAND JUNCTION,6-7
81523,CO,GLADE PARK,5-7
80447,CO,GRAND LAKE,4
80631,CO,GREELEY,5
80634,CO,GREELEY,5
80729,CO,GROVER,5
80820,CO,GUFFEY,3-4
81230,CO,GUNNISON,4
81247,CO,GUNNISON,4-5
81637,CO,GYPSUM,5
81638,CO,HAMILTON,4-5
80449,CO,HARTSEL,3-5
81044,CO,HASTY,5-6
81045,CO,HASWELL,6
80731,CO,HAXTUN,5
81639,CO,HAYDEN,4
80640,CO,HENDERSON,5-6
81326,CO,HESPERUS,5-6
80733,CO,HILLROSE,5
81047,CO,HOLLY,6
80734,CO,HOLYOKE,5
81136,CO,HOOPER,4-6
81419,CO,HOTCHKISS,4-6
81233,CO,HOWARD,6
80642,CO,HUDSON,5
80821,CO,HUGO,5-6
80452,CO,IDAHO SPRINGS,3-5
80735,CO,IDALIA,6
81137,CO,IGNACIO,5-6
80736,CO,ILIFF,5
80455,CO,JAMESTOWN,5-6
80822,CO,JOES,5
80534,CO,JOHNSTOWN,5
80737,CO,JULESBURG,5
80823,CO,KARVAL,6
80643,CO,KEENESBURG,5
80644,CO,KERSEY,5
81049,CO,KIM,6
80117,CO,KIOWA,5
80824,CO,KIRK,5-6
80825,CO,KIT CARSON,5-6
80459,CO,KREMMLING,4
80026,CO,LAFAYETTE,5-6
81140,CO,LA JARA,4-5
81050,CO,LA JUNTA,5-6
81235,CO,LAKE CITY,4-5
80827,CO,LAKE GEORGE,4-5
81052,CO,LAMAR,5-6
80535,CO,LAPORTE,5-6
80118,CO,LARKSPUR,5
80645,CO,LA SALLE,5
81054,CO,LAS ANIMAS,6
81055,CO,LA VETA,5
80461,CO,LEADVILLE,4-5
81327,CO,LEWIS,6
80828,CO,LIMON,5-6
80740,CO,LINDON,5
80120,CO,LITTLETON,5-6
80121,CO,LITTLETON,5-6
80122,CO,LITTLETON,5-6
80123,CO,LITTLETON,5-6
80124,CO,LONE TREE,5-6
80125,CO,LITTLETON,5-6
80126,CO,LITTLETON,5-6
80127,CO,LITTLETON,4-6
80128,CO,LITTLETON,5-6
80129,CO,LITTLETON,5-6
80130,CO,LITTLETON,5-6
80536,CO,LIVERMORE,5
81524,CO,LOMA,6-7
80501,CO,LONGMONT,5-6
80503,CO,LONGMONT,5-6
80504,CO,LONGMONT,5-6
80027,CO,LOUISVILLE,5-6
80537,CO,LOVELAND,5-6
80538,CO,LOVELAND,5-6
80540,CO,LYONS,4-5
81057,CO,MC CLAVE,5-6
80463,CO,MC COY,4-5
81525,CO,MACK,6-7
81328,CO,MANCOS,5-6
80829,CO,MANITOU SPRINGS,4-6
81058,CO,MANZANOLA,5-6
80830,CO,MATHESON,5-6
81640,CO,MAYBELL,4
80542,CO,MEAD,5
81641,CO,MEEKER,4
81642,CO,MEREDITH,4-5
80741,CO,MERINO,5
81643,CO,MESA,4-7
80543,CO,MILLIKEN,5
81059,CO,MODEL,5
81143,CO,MOFFAT,4-5
81144,CO,MONTE VISTA,4-5
81401,CO,MONTROSE,4-6
81403,CO,MONTROSE,4-6
80132,CO,MONUMENT,5
80465,CO,MORRISON,4-6
81146,CO,MOSCA,4-6
81236,CO,NATHROP,5-6
81422,CO,NATURITA,6
80466,CO,NEDERLAND,3-6
81647,CO,NEW CASTLE,5-6
80742,CO,NEW RAYMER,4-5
81424,CO,NUCLA,6
80648,CO,NUNN,5
80467,CO,OAK CREEK,4
81425,CO,OLATHE,6
81062,CO,OLNEY SPRINGS,5-6
80649,CO,ORCHARD,5
81063,CO,ORDWAY,5-6
80743,CO,OTIS,5-6
80744,CO,OVID,5
80745,CO,PADRONI,4-5
81147,CO,PAGOSA SPRINGS,5
81526,CO,PALISADE,6-7
80133,CO,PALMER LAKE,5
81428,CO,PAONIA,4-6
81635,CO,PARACHUTE,5
80134,CO,PARKER,5-6
80138,CO,PARKER,5-6
81237,CO,OHIO CITY,3-4
81239,CO,PARLIN,3-4
80468,CO,PARSHALL,3-4
80747,CO,PEETZ,5
81240,CO,PENROSE,5
80831,CO,PEYTON,6
80650,CO,PIERCE,5
80470,CO,PINE,4-6
80651,CO,PLATTEVILLE,5
81331,CO,PLEASANT VIEW,6-7
81243,CO,POWDERHORN,4
81064,CO,PRITCHETT,6
81001,CO,PUEBLO,5-6
81003,CO,PUEBLO,5-6
81004,CO,PUEBLO,6
81005,CO,PUEBLO,5-6
81006,CO,PUEBLO,5-6
81007,CO,PUEBLO,5-6
81008,CO,PUEBLO,5-6
80832,CO,RAMAH,5
81648,CO,RANGELY,5
80545,CO,RED FEATHER LAKES,3-5
81431,CO,REDVALE,4-6
81432,CO,RIDGWAY,4
81650,CO,RIFLE,4-5
81067,CO,ROCKY FORD,5-6
80652,CO,ROGGEN,5
80474,CO,ROLLINSVILLE,3-6
80833,CO,RUSH,6
81069,CO,RYE,6
81149,CO,SAGUACHE,4
81201,CO,SALIDA,5-6
81151,CO,SANFORD,4-5
81152,CO,SAN LUIS,5
80135,CO,SEDALIA,4-5
80749,CO,SEDGWICK,5
80834,CO,SEIBERT,5-6
81071,CO,SHERIDAN LAKE,5
81652,CO,SILT,5-6
80835,CO,SIMLA,5-6
81653,CO,SLATER,4
81654,CO,SNOWMASS,5
80750,CO,SNYDER,5
81434,CO,SOMERSET,3-6
81154,CO,SOUTH FORK,5
81073,CO,SPRINGFIELD,6
80487,CO,STEAMBOAT SPRINGS,4
80751,CO,STERLING,5
80754,CO,STONEHAM,5
80136,CO,STRASBURG,5
80836,CO,STRATTON,5-6
81076,CO,SUGAR CITY,5-6
81435,CO,TELLURIDE,4
80479,CO,TOPONAS,4
81081,CO,TRINCHERA,5-6
81082,CO,TRINIDAD,5-6
81084,CO,TWO BUTTES,6
80840,CO,U S A F ACADEMY,5-6
81657,CO,VAIL,4-5
80755,CO,VERNON,5-6
81155,CO,VILLA GROVE,6
80861,CO,VONA,5-6
80430,CO,COALMONT,3
80480,CO,WALDEN,3
81089,CO,WALSENBURG,5-6
81090,CO,WALSH,6
80481,CO,WARD,5-6
80137,CO,WATKINS,5-6
80653,CO,WELDONA,5
80549,CO,WELLINGTON,5-6
81252,CO,WESTCLIFFE,4-5
80030,CO,WESTMINSTER,5-6
80031,CO,WESTMINSTER,5-6
81091,CO,WESTON,5
81253,CO,WETMORE,4-6
80033,CO,WHEAT RIDGE,5-6
81527,CO,WHITEWATER,6-7
80654,CO,WIGGINS,5
81092,CO,WILEY,5-6
80550,CO,WINDSOR,5-6
80863,CO,WOODLAND PARK,4-5
80757,CO,WOODROW,5
80758,CO,WRAY,5
81335,CO,YELLOW JACKET,6-7
80864,CO,YODER,6
80759,CO,YUMA,6
83110,WY,AFTON,4
83112,WY,BEDFORD,4
83118,WY,ETNA,4
83128,WY,ALPINE,4
82050,WY,ALBIN,4-5
82620,WY,ALCOVA,5
82711,WY,ALVA,4
82831,WY,ARVADA,5
83111,WY,AUBURN,4
82321,WY,BAGGS,4
82410,WY,BASIN,4
82712,WY,BEULAH,4-5
83113,WY,BIG PINEY,4
82922,WY,BONDURANT,3
82923,WY,BOULDER,3
82834,WY,BUFFALO,4-5
82411,WY,BURLINGTON,4
82053,WY,BURNS,5
82054,WY,CARPENTER,4-5
82601,WY,CASPER,4-5
82604,WY,CASPER,4
82609,WY,CASPER,4-5
82615,WY,SHIRLEY BASIN,4-5
82630,WY,ARMINTO,3-5
82638,WY,HILAND,4-5
82646,WY,NATRONA,4-5
82001,WY,CHEYENNE,5
82005,WY,FE WARREN AFB,5
82007,WY,CHEYENNE,5
82009,WY,CHEYENNE,5
82052,WY,BUFORD,4-5
82210,WY,CHUGWATER,5
82835,WY,CLEARMONT,4-5
82414,WY,CODY,5
83114,WY,COKEVILLE,4
82925,WY,CORA,4
82512,WY,CROWHEART,4
83115,WY,DANIEL,3
82836,WY,DAYTON,4
82421,WY,DEAVER,4-5
82714,WY,DEVILS TOWER,4
82323,WY,DIXON,4
82633,WY,DOUGLAS,4
82513,WY,DUBOIS,4
82325,WY,ENCAMPMENT,3-4
82930,WY,EVANSTON,5
82636,WY,EVANSVILLE,4-5
82932,WY,FARSON,4
82933,WY,FORT BRIDGER,5
82212,WY,FORT LARAMIE,4
82514,WY,FORT WASHAKIE,4-5
83120,WY,FREEDOM,4
82716,WY,GILLETTE,4-5
82718,WY,GILLETTE,4
82731,WY,WESTON,5
82213,WY,GLENDO,4
82637,WY,GLENROCK,4-5
82935,WY,GREEN RIVER,3-5
82426,WY,GREYBULL,4
83122,WY,GROVER,4
82214,WY,GUERNSEY,4
82327,WY,HANNA,4
82215,WY,HARTVILLE,4
82217,WY,HAWK SPRINGS,5
82720,WY,HULETT,4
82428,WY,HYATTVILLE,5
83001,WY,JACKSON,3-4
82219,WY,JAY EM,4-5
82639,WY,KAYCEE,4
83011,WY,KELLY,3-4
83101,WY,KEMMERER,3-4
82516,WY,KINNEAR,5
83123,WY,LA BARGE,3-4
82221,WY,LAGRANGE,5
82222,WY,LANCE CREEK,4
82520,WY,LANDER,4-5
82051,WY,BOSLER,5
82063,WY,JELM,3
82070,WY,LARAMIE,4
82072,WY,LARAMIE,4
82223,WY,LINGLE,4-5
82224,WY,LOST SPRINGS,4
82229,WY,SHAWNEE,4
82431,WY,LOVELL,4
82225,WY,LUSK,5
82937,WY,LYMAN,5
82642,WY,LYSITE,5
82432,WY,MANDERSON,4
82227,WY,MANVILLE,4-5
82329,WY,MEDICINE BOW,4
82433,WY,MEETEETSE,4
82081,WY,MERIDEN,5
82643,WY,MIDWEST,5
82721,WY,MOORCROFT,4
83012,WY,MOOSE,3-5
83013,WY,MORAN,3
82936,WY,LONETREE,5
82701,WY,NEWCASTLE,4-5
82715,WY,FOUR CORNERS,5
82723,WY,OSAGE,4-5
82434,WY,OTTO,4
82838,WY,PARKMAN,4
82523,WY,PAVILLION,4
82082,WY,PINE BLUFFS,4-5
82941,WY,PINEDALE,3-4
82435,WY,POWELL,4-5
82839,WY,RANCHESTER,4
82844,WY,WOLF,4
82301,WY,RAWLINS,4
82310,WY,JEFFREY CITY,4
82725,WY,RECLUSE,4-5
82501,WY,RIVERTON,5
82510,WY,ARAPAHOE,4-5
82058,WY,GARRETT,3
82083,WY,ROCK RIVER,4
82901,WY,ROCK SPRINGS,5
82727,WY,ROZET,4-5
82331,WY,SARATOGA,4
82332,WY,SAVERY,4
82441,WY,SHELL,4
82801,WY,SHERIDAN,4-5
82649,WY,SHOSHONI,4-5
82334,WY,SINCLAIR,4
83126,WY,SMOOT,4
82832,WY,BANNER,4-5
82842,WY,STORY,4-5
82710,WY,ALADDIN,5
82729,WY,SUNDANCE,4-5
82442,WY,TEN SLEEP,3-5
83127,WY,THAYNE,4
82443,WY,THERMOPOLIS,4-5
82240,WY,TORRINGTON,4-5
82730,WY,UPTON,4
82242,WY,VAN TASSELL,4-5
82243,WY,VETERAN,4-5
82201,WY,WHEATLAND,4
83014,WY,WILSON,4-5
82401,WY,WORLAND,4-5
82190,WY,YELLOWSTONE NATIONAL PARK,3-4
82244,WY,YODER,4-5
83210,ID,ABERDEEN,5-6
83311,ID,ALBION,6
83211,ID,AMERICAN FALLS,5-6
83212,ID,ARBON,6
83213,ID,ARCO,4-6
83214,ID,ARIMO,6
83420,ID,ASHTON,5
83217,ID,BANCROFT,5-6
83602,ID,BANKS,6
83313,ID,BELLEVUE,5
83215,ID,ATOMIC CITY,4
83221,ID,BLACKFOOT,6
83314,ID,BLISS,7
83702,ID,BOISE,7
83703,ID,BOISE,7
83704,ID,BOISE,7
83705,ID,BOISE,7
83706,ID,BOISE,7
83708,ID,BOISE,7
83709,ID,BOISE,7
83712,ID,BOISE,7
83713,ID,BOISE,7
83714,ID,GARDEN CITY,7
83716,ID,BOISE,7
83604,ID,BRUNEAU,6-7
83316,ID,BUHL,7
83318,ID,BURLEY,6
83605,ID,CALDWELL,7
83607,ID,CALDWELL,7
83610,ID,CAMBRIDGE,6-8
83643,ID,MESA,6
83320,ID,CAREY,5-6
83462,ID,CARMEN,5
83611,ID,CASCADE,5
83321,ID,CASTLEFORD,6-7
83226,ID,CHALLIS,5
83229,ID,COBALT,5
83227,ID,CLAYTON,3-5
83228,ID,CLIFTON,6
83612,ID,COUNCIL,4-8
83232,ID,DAYTON,6
83323,ID,DECLO,6
83615,ID,DONNELLY,4-6
83234,ID,DOWNEY,6
83422,ID,DRIGGS,4-5
83423,ID,DUBOIS,4-6
83446,ID,SPENCER,6
83616,ID,EAGLE,7
83325,ID,EDEN,6-7
83235,ID,ELLIS,5
83617,ID,EMMETT,6-7
83322,ID,CORRAL,4
83327,ID,FAIRFIELD,4
83328,ID,FILER,6-7
83236,ID,FIRTH,5-6
83237,ID,FRANKLIN,6
83619,ID,FRUITLAND,7
83622,ID,GARDEN VALLEY,5-6
83637,ID,LOWMAN,3-6
83238,ID,GENEVA,4-5
83463,ID,GIBBONSVILLE,3-5
83623,ID,GLENNS FERRY,7
83633,ID,KING HILL,7
83330,ID,GOODING,6-7
83241,ID,GRACE,4-6
83283,ID,THATCHER,4-5
83624,ID,GRAND VIEW,6
83626,ID,GREENLEAF,7
83332,ID,HAGERMAN,7
83333,ID,HAILEY,5
83348,ID,PICABO,5-6
83425,ID,HAMER,4
83627,ID,HAMMETT,7
83334,ID,HANSEN,6
83335,ID,HAZELTON,6
83336,ID,HEYBURN,6
83628,ID,HOMEDALE,6-7
83629,ID,HORSESHOE BEND,5-7
83670,ID,SWEET,6-7
83244,ID,HOWE,4-5
83631,ID,IDAHO CITY,5-7
83666,ID,PLACERVILLE,5-7
83401,ID,IDAHO FALLS,5-6
83402,ID,IDAHO FALLS,5-6
83404,ID,IDAHO FALLS,5-6
83406,ID,IDAHO FALLS,5-6
83632,ID,INDIAN VALLEY,5-6
83245,ID,INKOM,5-6
83427,ID,IONA,5-6
83428,ID,IRWIN,5
83429,ID,ISLAND PARK,4
83338,ID,JEROME,6-7
83340,ID,KETCHUM,5
83341,ID,KIMBERLY,6-7
83634,ID,KUNA,7
83246,ID,LAVA HOT SPRINGS,5-6
83464,ID,LEADORE,4
83431,ID,LEWISVILLE,5-6
